EventID,Title,Release Year,Locations,Fun Facts,Production Company,Distributor,Director,Writer,Actors
666,Nora Prentiss,1947,Belgravia Apartments (795 Sutter Street at Jones),,Warner Bros. Pictures,Warner Bros.,Vincent Sherman,N. Richard Nash,"Ann Sheridan, Kent Smith"
667,On the Beach,1959,,,Stanley Kramer Productions,United Artists,Stanley Kramer,,"Gregory Peck, Ava Gardner, Marlo Thomas"
668,On the Road,2012,Filbert & Leavenworth Streets,,SPAD Films,IFC Films & Sundance Selects,Walter Salles,Jack Kerouac & Jose Rivera,"Garrett Hedlund, Viggo Mortenson"
669,On the Road,2012,2017 23rd Street,,SPAD Films,IFC Films & Sundance Selects,Walter Salles,Jack Kerouac & Jose Rivera,"Garrett Hedlund, Viggo Mortenson"
670,On the Road,2012,Sacramento & Montgomery Streets,,SPAD Films,IFC Films & Sundance Selects,Walter Salles,Jack Kerouac & Jose Rivera,"Garrett Hedlund, Viggo Mortenson"
671,On the Road,2012,Bay Bridge,,SPAD Films,IFC Films & Sundance Selects,Walter Salles,Jack Kerouac & Jose Rivera,"Garrett Hedlund, Viggo Mortenson"
672,Pacific Heights,1990,Financial District,,Morgan Creek Productions,Twentieth Century Fox,John Schlesinger,Daniel Pyne,"Melanie Griffith, Matthew Modine, Bruce Dern"
673,Pacific Heights,1990,Texas & 19th Streets (Potrero Hill),,Morgan Creek Productions,Twentieth Century Fox,John Schlesinger,Daniel Pyne,"Melanie Griffith, Matthew Modine"
674,Pacific Heights,1990,Chinatown,"First established in the mid-19th Century, SF's Chinatown is the oldest and largest Chinatown in the US.",Morgan Creek Productions,Twentieth Century Fox,John Schlesinger,Daniel Pyne,"Melanie Griffith, Matthew Modine, Paul Rodriguez"
675,Pal Joey,1957,"Spreckles Mansion (2080 Washington Street, Pacific Heights)",,Columbia Pictures,Columbia Pictures,George Sidney,Dorothy Kingsley,"Rita Hayworth, Frank Sinatra"
676,Pal Joey,1957,Barbary Coast,"The Barbary Coast was a red-light district that was largely destroyed in the 1906 earthquake. Though some of the establishments were rebuilt after the earthquake, an anti-vice campaign put the establisments out of business.",Columbia Pictures,Columbia Pictures,George Sidney,Dorothy Kingsley,"Rita Hayworth, Frank Sinatra"
677,Pal Joey,1957,Coit Tower,"The Tower was funded by a gift bequeathed by Lillie Hitchcock Coit, a socialite who reportedly liked to chase fires. Though the tower resembles a firehose nozzle, it was not designed this way.",Columbia Pictures,Columbia Pictures,George Sidney,Dorothy Kingsley,"Rita Hayworth, Frank Sinatra"
678,Panther,1995,,,Gramercy Pictures,PolyGram Video,Mario Van Peebles,Mario Van Peebles,"Kadeem Hardison, Bookeem Woodbine, LL Cool J"
679,Parks and Recreation,2014,Larkin & Fulton,,"NBC Universal Media, LLC","NBC Universal Media, LLC",Dean Holland,Greg Daniels,Amy Poehler
680,Parks and Recreation,2014,Fibert from Hyde to Leavenworth,,"NBC Universal Media, LLC","NBC Universal Media, LLC",Dean Holland,Greg Daniels,Amy Poehler
681,Parks and Recreation,2014,Columbus and Green,,"NBC Universal Media, LLC","NBC Universal Media, LLC",Dean Holland,Greg Daniels,Amy Poehler
682,Parks and Recreation,2014,Embarcadero & Market,,"NBC Universal Media, LLC","NBC Universal Media, LLC",Dean Holland,Greg Daniels,Amy Poehler
683,Patch Adams,1998,Treasure Island,"An artificial island, Treasure Island was created for the 1939 Golden Gate International Exposition, and is named after the novel by Robert Louis Stevenson, a one-time San Francisco resident.",Bungalow 78 Productions,Universal Pictures,Tom Shadyac,Steve Oedekerk,"Robin Williams, Philip Seymour Hoffman"
684,Patch Adams,1998,Presidio (Golden Gate National Recreation Area),"In 1776, Spain made the Presido a fortified area. The area was then given to Mexico, but then given to the US in 1848. The 1994 demilitarization of the area in 1994 marked the end of its 219 years of military use. ",Bungalow 78 Productions,Universal Pictures,Tom Shadyac,Steve Oedekerk,"Robin Williams, Philip Seymour Hoffman, Spencer Tracy"
685,Patch Adams,1998,Sheraton Palace Hotel (639 Market Street),"The hotel was destroyed in the 1906 earthquake and fire, had to be rebuilt, and was reopened in 1909. ",Bungalow 78 Productions,Universal Pictures,Tom Shadyac,Steve Oedekerk,"Robin Williams, Philip Seymour Hoffman"
686,Patty Hearst,1988,"Postcard Row (Alamo Square, Hayes Valley)",The 6 Victorian homes across from Alamo Square Park are among the few Victorians to survive the Great Fire.,Atlantic Entertainment Group,Atlantic Releasing Corporation,Paul Schrader,Nicholas Kazan,"Natasha Richardson, William Forsythe, Spencer Tracy"
687,Patty Hearst,1988,Bank of America (38th Street at Balboa Street),"The Bank of America Building was the tallest building on the West Coast from 1969-1972, when it was surpassed by the TransAmerica Pyramid. Today, the Bank of America building is the 5th tallest building on the West Coast.",Atlantic Entertainment Group,Atlantic Releasing Corporation,Paul Schrader,Nicholas Kazan,"Natasha Richardson, William Forsythe"
688,Petulia,1968,307 Filbert Street,,Warner Brothers / Seven Arts,Warner Brothers / Seven Arts,Richard Lester,Lawrence B. Marcus,"Julie Christie, George C. Scott"
689,Petulia,1968,"Japanese Tea Garden (Hagiwara Tea Garden Drive, Golden Gate Park)","The Japanese Hagiwara family invented ""Chinese"" fortune cookies in the tea-garden",Warner Brothers / Seven Arts,Warner Brothers / Seven Arts,Richard Lester,Lawrence B. Marcus,"Julie Christie, George C. Scott"
690,Petulia,1968,"Fairmont Hotel (950 Mason Street, Nob Hill)","In 1945 the Fairmont hosted the United Nations Conference on International Organization as delegates arrived to draft a charter for the organization. The U.S. Secretary of State, Edward Stettinus drafted the charter in the hotel's Garden Room.",Warner Brothers / Seven Arts,Warner Brothers / Seven Arts,Richard Lester,Lawrence B. Marcus,"Julie Christie, George C. Scott, Donna Reed"
691,Petulia,1968,Pier 43 1/2,,Warner Brothers / Seven Arts,Warner Brothers / Seven Arts,Richard Lester,Lawrence B. Marcus,"Julie Christie, George C. Scott"
692,Petulia,1968,Cala Foods (California Street and Hyde),,Warner Brothers / Seven Arts,Warner Brothers / Seven Arts,Richard Lester,Lawrence B. Marcus,"Julie Christie, George C. Scott"
693,Petulia,1968,2417 Franklin Street,,Warner Brothers / Seven Arts,Warner Brothers / Seven Arts,Richard Lester,Lawrence B. Marcus,"Julie Christie, George C. Scott"
694,Petulia,1968,"Fort Point (Presidio, Golden Gate National Recreation Area)","Built in 1853, Fort Point is the only West Coast fort built by the Union Army. Though the Confederate army planned to attack San Francisco, the commanding Confererate general learned that the war had ended while en route to SF.",Warner Brothers / Seven Arts,Warner Brothers / Seven Arts,Richard Lester,Lawrence B. Marcus,"Julie Christie, George C. Scott"
695,Phenomenon,1996,Treasure Island,"An artificial island, Treasure Island was created for the 1939 Golden Gate International Exposition, and is named after the novel by Robert Louis Stevenson, a one-time San Francisco resident.",Touchstone Pictures,Buena Vista Pictures,Jon Turteltaub,Gerald Dipego,"John Travolta, Kyra Sedgwick, Lauryn Hill"
696,Playing Mona Lisa,2000,Conservatory of Flowers (Golden Gate Park),"The Conservatory, unveiled in 1879, is the oldest public conservatory in the Western Hemisphere.",The Bubble Factory,Buena Vista Pictures,Matthew Huffman,Marni Freedman,"Alicia Witt, Harvey Fierstein"
697,"Play it Again, Sam",1972,15-17 Fresno Street,,Paramount Pictures,Paramount Pictures,Herbert Ross,Woody Allen,"Woody Allen, Diane Keaton, River Phoenix"
698,"Play it Again, Sam",1972,Hyde Street Cable Car,,Paramount Pictures,Paramount Pictures,Herbert Ross,Woody Allen,"Woody Allen, Diane Keaton, Lauryn Hill"
699,"Play it Again, Sam",1972,Aquatic Park (Jefferson Street),"Located at one end of Fisherman's Wharf, Aquatic Park was built as part of FDR's Works Progress Administration Project.",Paramount Pictures,Paramount Pictures,Herbert Ross,Woody Allen,"Woody Allen, Diane Keaton, River Phoenix"
700,"Play it Again, Sam",1972,Balboa at 22nd Avenue,,Paramount Pictures,Paramount Pictures,Herbert Ross,Woody Allen,"Woody Allen, Diane Keaton, Lauryn Hill"
701,"Play it Again, Sam",1972,"The Music Concourse (Martin Luther King, Jr. Drive, Golden Gate Park)",The theater closed in 1985.,Paramount Pictures,Paramount Pictures,Herbert Ross,Woody Allen,"Woody Allen, Diane Keaton, Lauryn Hill"
702,"Play it Again, Sam",1972,Surf Theater (4520 Irving Street),,Paramount Pictures,Paramount Pictures,Herbert Ross,Woody Allen,"Woody Allen, Diane Keaton, Lauryn Hill"
703,Pleasure of His Company,1961,Grace Cathedral Episcopal Church (1100 California Street),Grace Cathedral Episcopal Church is the West Coast's largest Episcopalian cathedral.,Perlsea Company,Paramount Pictures,George Seaton,Samuel A. Taylor,"Fred Astaire, Debbie Reynolds"
704,Pleasure of His Company,1961,2700 Vallejo Street (Pacific Heights),,Perlsea Company,Paramount Pictures,George Seaton,Samuel A. Taylor,"Fred Astaire, Debbie Reynolds"
705,Point Blank,1967,Alcatraz Island,Alcatraz Island was a military fort before it became a prison.,Metro-Goldwyn Mayer,Metro-Goldwyn Mayer,John Boorman,Alexander Jacobs,"Lee Marvin, Angie Dickinson"
706,Point Blank,1967,"Fort Point (Presidio, Golden Gate National Recreation Area)","Built in 1853, Fort Point is the only West Coast fort built by the Union Army. Though the Confederate army planned to attack San Francisco, the commanding Confererate general learned that the war had ended while en route to SF.",Metro-Goldwyn Mayer,Metro-Goldwyn Mayer,John Boorman,Alexander Jacobs,"Lee Marvin, Angie Dickinson"
707,Pretty Woman,1990,,,Touchstone Pictures,Buena Vista Pictures,Garry Marshall,J.F. Lawton,"Richard Gere, Julia Roberts"
708,Psych-Out,1968,,,Dick Clark Productions,American International Pictures (AIP),Richard Rush,Betty Tusher,"Jack Nicholson, Susan Strasberg"
709,Quicksilver,1986,Pacific Stock Exchange,,Columbia Pictures,Columbia Pictures,Thomas Michael Donnelly,Thomas Michael Donnelly,"Kevin Bacon, Jami Gertz"
710,Quitters,2015,923 Vermont St.,,"Frederick & Ashbury, LLC",,Noah Pritzker,Noah Pritzker,"Kara Hayward, Mira Sorvino, Saffron Burrows"
711,Quitters,2015,Bechelli's Flower Market Caf̩,,"Frederick & Ashbury, LLC",,Noah Pritzker,Noah Pritzker,"Kara Hayward, Mira Sorvino, Saffron Burrows"
712,Quitters,2015,Geary from 22nd Ave to Arguello,,"Frederick & Ashbury, LLC",,Noah Pritzker,Noah Pritzker,"Kara Hayward, Mira Sorvino, Saffron Burrows"
713,Quitters,2015,1536 Noe St.,,"Frederick & Ashbury, LLC",,Noah Pritzker,Noah Pritzker,"Kara Hayward, Mira Sorvino, Saffron Burrows"
714,Quitters,2015,24 Hill St.,,"Frederick & Ashbury, LLC",,Noah Pritzker,Noah Pritzker,"Kara Hayward, Mira Sorvino, Saffron Burrows"
715,Quitters,2015,21st St & Sanchez,,"Frederick & Ashbury, LLC",,Noah Pritzker,Noah Pritzker,"Kara Hayward, Mira Sorvino, Saffron Burrows"
716,Quitters,2015,4015 21st St,,"Frederick & Ashbury, LLC",,Noah Pritzker,Noah Pritzker,"Kara Hayward, Mira Sorvino, Saffron Burrows"
717,Quitters,2015,Tank Hill Park,,"Frederick & Ashbury, LLC",,Noah Pritzker,Noah Pritzker,"Kara Hayward, Mira Sorvino, Saffron Burrows"
718,Quitters,2015,Clement St. from 6th to 7th Ave. ,,"Frederick & Ashbury, LLC",,Noah Pritzker,Noah Pritzker,"Kara Hayward, Mira Sorvino, Saffron Burrows"
719,Quitters,2015,Wine Impression,,"Frederick & Ashbury, LLC",,Noah Pritzker,Noah Pritzker,"Kara Hayward, Mira Sorvino, Saffron Burrows"
720,Quitters,2015,Clement St. from 5th and 7th Ave. ,,"Frederick & Ashbury, LLC",,Noah Pritzker,Noah Pritzker,"Kara Hayward, Mira Sorvino, Saffron Burrows"
721,Quitters,2015,Claire Lilienthal Elementary School,,"Frederick & Ashbury, LLC",,Noah Pritzker,Noah Pritzker,"Kara Hayward, Mira Sorvino, Saffron Burrows"
722,Quitters,2015,Yerba Buena Gardens,,"Frederick & Ashbury, LLC",,Noah Pritzker,Noah Pritzker,"Kara Hayward, Mira Sorvino, Saffron Burrows"
723,Quitters,2015,Tonga Room,,"Frederick & Ashbury, LLC",,Noah Pritzker,Noah Pritzker,"Kara Hayward, Mira Sorvino, Saffron Burrows"
724,Quitters,2015,Cal-Mart Supermarket,,"Frederick & Ashbury, LLC",,Noah Pritzker,Noah Pritzker,"Kara Hayward, Mira Sorvino, Saffron Burrows"
725,Quitters,2015,McLaren Lodge,,"Frederick & Ashbury, LLC",,Noah Pritzker,Noah Pritzker,"Kara Hayward, Mira Sorvino, Saffron Burrows"
726,Raising Cain,1992,,,Pacific Western,Universal Pictures,Brian DePalma,Brian DePalma,John Lithgow
727,Red Diaper Baby,2004,"Magic Theater (Fort Mason, Golden Gate National Recreation Area)","Constructed in 1864 as a coastal defense site, Fort Mason went on to serve as an army post for more than 100 years.",Hello Hooker Productions,Sundance Channel,Doug Pray,Josh Kornbluth,Josh Kornbluth
728,Red Widow,2013,Vallejo Street Garage,,Beyond Pix,American Broadcasting Company (ABC),Alon Aranya,Melissa Rosenberg,"Radha Mitchell, Sterling Beaumon, Clifton Collins Jr."
729,Red Widow,2013,York & 24th St.,,Beyond Pix,American Broadcasting Company (ABC),Alon Aranya,Melissa Rosenberg,"Radha Mitchell, Sterling Beaumon, Clifton Collins Jr."
730,Red Widow,2013,2nd St & Howard,,Beyond Pix,American Broadcasting Company (ABC),Alon Aranya,Melissa Rosenberg,"Radha Mitchell, Sterling Beaumon, Clifton Collins Jr."
731,Red Widow,2013,Montgomery & Market Streets,,Beyond Pix,American Broadcasting Company (ABC),Alon Aranya,Melissa Rosenberg,"Radha Mitchell, Sterling Beaumon, Clifton Collins Jr."
732,Red Widow,2013,Broadway & Taylor,,Beyond Pix,American Broadcasting Company (ABC),Alon Aranya,Melissa Rosenberg,"Radha Mitchell, Sterling Beaumon, Clifton Collins Jr."
733,Red Widow,2013,Mason & Sacramento St,,Beyond Pix,American Broadcasting Company (ABC),Alon Aranya,Melissa Rosenberg,"Radha Mitchell, Sterling Beaumon, Clifton Collins Jr."
734,Red Widow,2013,Geary & 27th Ave,,Beyond Pix,American Broadcasting Company (ABC),Alon Aranya,Melissa Rosenberg,"Radha Mitchell, Sterling Beaumon, Clifton Collins Jr."
735,Red Widow,2013,Geary & 20th Ave,,Beyond Pix,American Broadcasting Company (ABC),Alon Aranya,Melissa Rosenberg,"Radha Mitchell, Sterling Beaumon, Clifton Collins Jr."
736,Red Widow,2013,Pioneer Park at Coit Tower,,Beyond Pix,American Broadcasting Company (ABC),Alon Aranya,Melissa Rosenberg,"Radha Mitchell, Sterling Beaumon, Clifton Collins Jr."
737,Red Widow,2013,California & Davis St,,Beyond Pix,American Broadcasting Company (ABC),Alon Aranya,Melissa Rosenberg,"Radha Mitchell, Sterling Beaumon, Clifton Collins Jr."
738,Red Widow,2013,Golden Gate Ave & Jones,,Beyond Pix,American Broadcasting Company (ABC),Alon Aranya,Melissa Rosenberg,"Radha Mitchell, Sterling Beaumon, Clifton Collins Jr."
739,Rent,2005,Treasure Island,"An artificial island, Treasure Island was created for the 1939 Golden Gate International Exposition, and is named after the novel by Robert Louis Stevenson, a one-time San Francisco resident.",Rent Productions LLC,Columbia Pictures,Chris Columbus,Stephen Chbosky,"Anthony Rapp, Rosario Dawson"
740,Rollerball,2002,,,Atlas Entertainment,MGM Home Entertainment,John McTiernan,William Harrison,"Chris Klein, Jean Reno"
741,Romeo Must Die,2000,Chinatown,"First established in the mid-19th Century, SF's Chinatown is the oldest and largest Chinatown in the US.",Silver Pictures,Warner Bros.,Andrzej Bartkowiak,Mitchell Kapner,"Jet Li, Aaliyah"
742,Romeo Must Die,2000,Embarcadero Street,,Silver Pictures,Warner Bros.,Andrzej Bartkowiak,Mitchell Kapner,"Jet Li, Aaliyah"
743,San Andreas,2015,2nd St. at Townsend St.,,"Upside Down Productions, Inc.",Warner Bros.,Brad Peyton,Allan Loeb ,Dwayne Johnson
744,San Andreas,2015,Jefferson St. at Powell St.,,"Upside Down Productions, Inc.",Warner Bros.,Brad Peyton,Allan Loeb ,Dwayne Johnson
745,San Andreas,2015,Grant St. at Bush St.,Characters walk down street and it's totally wrecked from a massive earthquake,"Upside Down Productions, Inc.",Warner Bros.,Brad Peyton,Allan Loeb ,Dwayne Johnson
746,San Andreas,2015,Vallejo Garage Roof (Vallejo at Powell),,"Upside Down Productions, Inc.",Warner Bros.,Brad Peyton,Allan Loeb ,Dwayne Johnson
747,San Andreas,2015,Clay St. at Taylor,3 characters walk down the street. An earthquake shakes the city and stuff starts breaking. One character gets a shard of glass stuck in his leg.,"Upside Down Productions, Inc.",Warner Bros.,Brad Peyton,Allan Loeb ,Dwayne Johnson
748,San Andreas,2015,Bay St. at Polk,,"Upside Down Productions, Inc.",Warner Bros.,Brad Peyton,Allan Loeb ,Dwayne Johnson
749,San Andreas,2015,Intersection of Lombard and Hyde,,"Upside Down Productions, Inc.",Warner Bros.,Brad Peyton,Allan Loeb ,Dwayne Johnson
750,San Andreas,2015,Mission between 3rd and 4th St.,,"Upside Down Productions, Inc.",Warner Bros.,Brad Peyton,Allan Loeb ,Dwayne Johnson
751,San Andreas,2015,555 California,Characters walk out of broken window of 555 California out to Kearny St. Splinter unit films a car driving into the garage at 555 California,"Upside Down Productions, Inc.",Warner Bros.,Brad Peyton,Allan Loeb ,Dwayne Johnson
752,San Andreas,2015,Broadway and Kearney,,"Upside Down Productions, Inc.",Warner Bros.,Brad Peyton,Allan Loeb ,Dwayne Johnson
753,San Andreas,2015,AT&T Park,two paragliders land on the field of AT&T Park,"Upside Down Productions, Inc.",Warner Bros.,Brad Peyton,Allan Loeb ,Dwayne Johnson
754,San Andreas,2015,AT&T Park,"3 characters run out of stadium, there is a group of people on the sidewalk, an earthquake hits, and they duck for cover","Upside Down Productions, Inc.",Warner Bros.,Brad Peyton,Allan Loeb ,Dwayne Johnson
755,San Andreas,2015,Grant between Bush and Market,,"Upside Down Productions, Inc.",Warner Bros.,Brad Peyton,Allan Loeb ,Dwayne Johnson
756,San Andreas,2015,Coit Tower,,"Upside Down Productions, Inc.",Warner Bros.,Brad Peyton,Allan Loeb ,Dwayne Johnson
757,San Andreas,2015,TransAmerica Pyramid (600 Montgomery Street),,"Upside Down Productions, Inc.",Warner Bros.,Brad Peyton,Allan Loeb ,Dwayne Johnson
758,San Andreas,2015,Washington Square,,"Upside Down Productions, Inc.",Warner Bros.,Brad Peyton,Allan Loeb ,Dwayne Johnson
759,San Andreas,2015,Hyde St. at Greenwich and Hyde St. at Lombard,"Characters walk to get a vantage point for Coit tower. 250 actors walking ""fleeing"" the city after earthquake","Upside Down Productions, Inc.",Warner Bros.,Brad Peyton,Allan Loeb ,Dwayne Johnson
760,San Andreas,2015,"Stage Work, 47 Julian St.",,"Upside Down Productions, Inc.",Warner Bros.,Brad Peyton,Allan Loeb ,Dwayne Johnson
761,San Andreas,2015,"Asia Star Fantasy, 1126 Grant Ave.",Characters look for a form of communication with LA in a post-quake trashed city,"Upside Down Productions, Inc.",Warner Bros.,Brad Peyton,Allan Loeb ,Dwayne Johnson
762,San Andreas,2015,Pier 43,Bystanders watch as a tsunami crashes over them,"Upside Down Productions, Inc.",Warner Bros.,Brad Peyton,Allan Loeb ,Dwayne Johnson
763,San Andreas,2015,Battery Spencer,,"Upside Down Productions, Inc.",Warner Bros.,Brad Peyton,Allan Loeb ,Dwayne Johnson
764,San Andreas,2015,Water work in SF Bay,Characters drive in a high speed picture boat to see different views of the city.,"Upside Down Productions, Inc.",Warner Bros.,Brad Peyton,Allan Loeb ,Dwayne Johnson
765,San Andreas,2015,"Vallejo St. Garage, 766 Vallejo St.",Characters watch from roof of garage as tsunami hits SF waterfront,"Upside Down Productions, Inc.",Warner Bros.,Brad Peyton,Allan Loeb ,Dwayne Johnson
766,San Andreas,2015,Fort Baker,,"Upside Down Productions, Inc.",Warner Bros.,Brad Peyton,Allan Loeb ,Dwayne Johnson
767,San Francisco,1936,The Barbary Coast,"The Barbary Coast was a red-light district that was largely destroyed in the 1906 earthquake. Though some of the establishments were rebuilt after the earthquake, an anti-vice campaign put the establisments out of business.",Metro-Goldwyn Mayer,Metro-Goldwyn Mayer,W.S. Van Dyke,Anita Loos,"Clark Gable, Jeanette MacDonald, Samuel L. Jackson"
768,San Francisco,1936,City Hall,"The dome of SF's City Hall is almost a foot taller than that of the US Capitol Building. In 1954, Joe DiMaggio and Marilyn Monroe married at the Beaux Arts-style building.",Metro-Goldwyn Mayer,Metro-Goldwyn Mayer,W.S. Van Dyke,Anita Loos,"Clark Gable, Jeanette MacDonald"
769,Sausalito,2000,The Castro,"From 1910-1920 the Castro was called ""Little Scandinavia"" because of its high concentration of residents of Scandinavian ancestry.",B.O.B and Partners,,Andrew Lau,,"Maggie Cheung, Leon Lai"
770,Sense8,2015,"""Metzger's Apt"" 151 Alice B. Toklas Pl.","Overnight scene involving aggressive arguments between actors, spfx shoot out involved","Unpronounceable Productions, LLC",Netflix,The Wachowskis,The Wachowskis,Jamie Clayton
771,Sense8,2015,Van Ness and 12th St.,A couple reminisces on the moment they first fell in love,"Unpronounceable Productions, LLC",Netflix,The Wachowskis,The Wachowskis,Jamie Clayton
772,Sense8,2015,Palace of Fine Arts (3301 Lyon Street),"Filming of ""Dyke's on Bikes"" and ""Dyke March""","Unpronounceable Productions, LLC",Netflix,The Wachowskis,The Wachowskis,Jamie Clayton
773,Sense8,2015,"Dolores Park, 20th St. between Church & Dolores St.","group of friends have a heated argument, then flashback of pre-argument","Unpronounceable Productions, LLC",Netflix,The Wachowskis,The Wachowskis,Jamie Clayton
774,Sense8,2015,18th Street between Guerrero and Valencia Streets,"Re-enactment of ""Dyke's on Bikes"" and ""Dyke March""","Unpronounceable Productions, LLC",Netflix,The Wachowskis,The Wachowskis,Jamie Clayton
775,Sense8,2015,"Atlas Caf̩, 3049 20th St.",Dialogue scene inside the caf̩,"Unpronounceable Productions, LLC",Netflix,The Wachowskis,The Wachowskis,Jamie Clayton
776,Sense8,2015,Clairon Alley between Valencia & Mission St.,Ladies discuss their relationship in the mural alley,"Unpronounceable Productions, LLC",Netflix,The Wachowskis,The Wachowskis,Jamie Clayton
777,Sense8,2015,Harrison & 20th,Driving shots,"Unpronounceable Productions, LLC",Netflix,The Wachowskis,The Wachowskis,Jamie Clayton
778,Sense8,2015,Folsom,Driving shots,"Unpronounceable Productions, LLC",Netflix,The Wachowskis,The Wachowskis,Jamie Clayton
779,Sense8,2015,16th St.,Driving shots,"Unpronounceable Productions, LLC",Netflix,The Wachowskis,The Wachowskis,Jamie Clayton
780,Sense8,2015,S. Van Ness,Driving shots,"Unpronounceable Productions, LLC",Netflix,The Wachowskis,The Wachowskis,Jamie Clayton
781,Sense8,2015,22nd St.,Driving shots,"Unpronounceable Productions, LLC",Netflix,The Wachowskis,The Wachowskis,Jamie Clayton
782,Sense8,2015,Harrison,Driving shots,"Unpronounceable Productions, LLC",Netflix,The Wachowskis,The Wachowskis,Jamie Clayton
783,Sense8,2015,20th,Driving shots,"Unpronounceable Productions, LLC",Netflix,The Wachowskis,The Wachowskis,Jamie Clayton
784,Sense8,2015,Z Space Studios; 450 Florida St.,"Filming of the ""Fresh Meat"" Festival","Unpronounceable Productions, LLC",Netflix,The Wachowskis,The Wachowskis,Jamie Clayton
785,Sense8,2015,375 Castro St. and 17th between Castro and Diamond St.,Chase sequence on bicycles ends at gas station,"Unpronounceable Productions, LLC",Netflix,The Wachowskis,The Wachowskis,Jamie Clayton
786,Sense8,2015,Corbett St.,"Bicycle chase scene, actors dressed as fake officers present","Unpronounceable Productions, LLC",Netflix,The Wachowskis,The Wachowskis,Jamie Clayton
787,Sense8,2015,Romain St.,Bicycle chase scene,"Unpronounceable Productions, LLC",Netflix,The Wachowskis,The Wachowskis,Jamie Clayton
788,Sense8,2015,Market St. overpass,Bicycle chase scene,"Unpronounceable Productions, LLC",Netflix,The Wachowskis,The Wachowskis,Jamie Clayton
789,Sense8,2015,Grand View Ave.,Bicycle chase scene,"Unpronounceable Productions, LLC",Netflix,The Wachowskis,The Wachowskis,Jamie Clayton
790,Sense8,2015,"Vallejo St. Garage, 766 Vallejo St.",dialogue scene on top of a garage roof,"Unpronounceable Productions, LLC",Netflix,The Wachowskis,The Wachowskis,Jamie Clayton
791,Sense8,2015,Laguna Honda Hospital; 375 Laguna Honda Blvd.,dialogue scene,"Unpronounceable Productions, LLC",Netflix,The Wachowskis,The Wachowskis,Jamie Clayton
792,Sense8,2015,Irving St. at 9th Ave.,continuous driving shots of a taxi going with the flow of existing traffic,"Unpronounceable Productions, LLC",Netflix,The Wachowskis,The Wachowskis,Jamie Clayton
793,Serendipity,2001,,,Miramax Films,Miramax Home Entertainment,Peter Chelsom,Marc Klein,"John Cusack, Kate Beckinsale"
794,Serial,1980,Ferry Building,"Every hour and half-hour, the clock bell atop the Ferry Building chimes portions of the Westminster Quarters.",Paramount Pictures,Paramount Pictures,Bill Persky,Rich Eustis,Martin Mull
795,Seven Girlfriends,1999,Golden Gate Bridge,"With 23 miles of ladders and 300,000 rivets in each tower, the Golden Gate Bridge was the world's longest span when it opened in 1937.",White Dwarf Productions,Lions Gate Films Home Entertainment,Paul Lazarus,Paul Lazarus,"Laura Leighton, Tim Daly"
796,Shadow of the Thin Man,1941,Bay Bridge,"Before opening in 1936, the bridge was blessed by Cardinal Secretary of State Eugene Cardinal Pacelli, who later became Pope Pius XII. ",Metro-Goldwyn Mayer,Metro-Goldwyn Mayer,W.S. Van Dyke,Harry Kurnitz,"William Powell, Myrna Loy"
797,Shattered,1991,,,Capella International,Metro-Goldwyn Mayer,Wolfgang Petersen,Wolfgang Petersen,"Tom Berenger, Bob Hoskins"
798,Shoot the Moon,1982,"Fairmont Hotel (950 Mason Street, Nob Hill)","In 1945 the Fairmont hosted the United Nations Conference on International Organization as delegates arrived to draft a charter for the organization. The U.S. Secretary of State, Edward Stettinus drafted the charter in the hotel's Garden Room.",Metro-Goldwyn-Mayer (MGM),Metro-Goldwyn Mayer,Alan Parker,Bo Goldman,"Albert Finney, Diane Keaton"
799,Sister Act,1992,"St. Paul's Church (Church Street, Noe Valley)",,Touchstone Pictures,Buena Vista Pictures,Emile Ardolino,Joseph Howard,"Whoopi Goldberg, Maggie Smith"
800,Sister Act 2: Back in the Habit,1993,Coit Tower,"The Tower was funded by a gift bequeathed by Lillie Hitchcock Coit, a socialite who reportedly liked to chase fires. Though the tower resembles a firehose nozzle, it was not designed this way.",Touchstone Pictures,Buena Vista Pictures,Bill Duke,Joseph Howard,"Whoopi Goldberg, Maggie Smith"
801,Sister Act 2: Back in the Habit,1993,"St. Peter & Paul's Church (666 Filbert Street, Washington Square)","Though Marilyn Monroe and Joe DiMaggio were not alllowed to be married at the Church (DiMaggio had married his first wife at the Church but was divorced), the couple returned to the steps of the Church for photos, following their City Hall nuptuals.",Touchstone Pictures,Buena Vista Pictures,Bill Duke,Joseph Howard,"Whoopi Goldberg, Maggie Smith"
802,Sister Act 2: Back in the Habit,1993,"Maritime Museum, Building 201 (Fort Mason)",,Touchstone Pictures,Buena Vista Pictures,Bill Duke,Joseph Howard,"Whoopi Goldberg, Maggie Smith"
803,Sister Act 2: Back in the Habit,1993,CCSF Alemany Campus ,,Touchstone Pictures,Buena Vista Pictures,Bill Duke,Joseph Howard,"Whoopi Goldberg, Maggie Smith"
804,Sister Act 2: Back in the Habit,1993,"Carnelian Room, Bank of America Building (555 California Street, 53rd Floor)","The Bank of America Building was the tallest building on the West Coast from 1969-1972, when it was surpassed by the TransAmerica Pyramid. Today, the Bank of America building is the 5th tallest building on the West Coast.",Touchstone Pictures,Buena Vista Pictures,Bill Duke,Joseph Howard,"Whoopi Goldberg, Maggie Smith"
